hospital,procedure_name,code_type,code,description,setting,display_price,display_price_type,gross_price,cash_price,negotiated_price,negotiated_min,negotiated_max,payer_name,plan_name,data_quality_flag,user_relevance_flag,user_relevance_reason,source_url,evidence_source
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,SHARP HEALTH PLAN MCR ADV [897],MEDICARE HMO/PPO SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,757.51,negotiated,4255.65,1063.91,757.51,340.45,6278.83,HN [815],HEALTH NET HMO PPO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,BLUE CROSS MEDICARE ADVANTAGE [222],MEDICARE HMO/PPO W PASS THRU SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,723.46,negotiated,4255.65,1063.91,723.46,340.45,6278.83,UH [819],UNITED HEALTH HMO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,KAISER MEDICARE ADVANTAGE [382],KAISER MEDICARE SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,D-SNP MCR ADV [889],MEDICARE HMO/PPO SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,766.02,negotiated,4255.65,1063.91,766.02,340.45,6278.83,BS [816],BLUE SHIELD HMO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,800.06,negotiated,4255.65,1063.91,800.06,340.45,6278.83,BS [816],BLUE SHIELD PPO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,766.02,negotiated,4255.65,1063.91,766.02,340.45,6278.83,BLUE SHIELD [230],BLUE SHIELD HMO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,800.06,negotiated,4255.65,1063.91,800.06,340.45,6278.83,BLUE SHIELD [230],BLUE SHIELD PPO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,800.06,negotiated,4255.65,1063.91,800.06,340.45,6278.83,BLUE SHIELD [230],BLUE SHIELD COVERED CA,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,740.48,negotiated,4255.65,1063.91,740.48,340.45,6278.83,BLUE SHIELD [230],BLUE SHIELD TANDEM PPO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,3191.74,negotiated,4255.65,1063.91,3191.74,340.45,6278.83,PNOA [615],PROVIDER NETWORK OF AMERICA,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,638.35,negotiated,4255.65,1063.91,638.35,340.45,6278.83,MC UNITED [906],SHPS SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,SCAN MCR ADV [835],MEDICARE HMO/PPO W PASS THRU SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,3191.74,negotiated,4255.65,1063.91,3191.74,340.45,6278.83,FIRST HEALTH NETWORK [330],FIRST HEALTH PPO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,MPMG MCR ADV [836],MPMG,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,GARY AND MARY WEST PACE MEDI-CAL HMO [557],MEDICARE HMO/PPO SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,736.23,negotiated,4255.65,1063.91,736.23,340.45,6278.83,BLUE CROSS BLUE SHIELD [233],BLUE CROSS HMO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,736.23,negotiated,4255.65,1063.91,736.23,340.45,6278.83,BLUE CROSS BLUE SHIELD [233],BLUE CROSS PPO NON-MCS,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,638.35,negotiated,4255.65,1063.91,638.35,340.45,6278.83,MC SCAN [905],SHPS SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,638.35,negotiated,4255.65,1063.91,638.35,340.45,6278.83,MC HEALTH NET [904],SHPS SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,SCAN [818],MEDICARE HMO/PPO W PASS THRU SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,GOLDEN STATE MEDICARE HEALTH PLAN [444],MEDICARE HMO/PPO SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,REGAL MEDICARE ADV [8000],MEDICARE HMO/PPO W PASS THRU SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,AETNA MEDICARE ADVANTAGE [212],MEDICARE HMO/PPO SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,INLAND EMPIRE HEALTH PLAN MEDICARE ADVANTAGE HMO [457],MEDICARE HMO/PPO SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,SHARP COMM MED GRP MCR ADV [840],MEDICARE HMO/PPO SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,SAN DIEGO PACE MEDICARE ADVANTAGE HMO [554],MEDICARE HMO/PPO W PASS THRU SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,638.35,negotiated,4255.65,1063.91,638.35,340.45,6278.83,MC CIGNA [903],SHPS SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,457.62,negotiated,4255.65,1063.91,457.62,340.45,6278.83,CHG OPTUM CARE NETWORK - SDPMG [805],SPMG,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,OPTUM HEALTH MCR ADV [491],MEDICARE HMO/PPO SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,PCAC MEDICARE ADVANTAGE [8001],MEDICARE HMO/PPO W PASS THRU SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,638.35,negotiated,4255.65,1063.91,638.35,340.45,6278.83,MC BLUE CROSS [901],SHPS SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,MOLINA MEDICARE ADVANTAGE [462],MEDICARE HMO/PPO W PASS THRU SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,457.62,negotiated,4255.65,1063.91,457.62,340.45,6278.83,OPTUM CARE NETWORK - SDPMG [821],SPMG,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,736.23,negotiated,4255.65,1063.91,736.23,340.45,6278.83,IMPERIAL COUNTY PHYS MED GROUP [855],BLUE CROSS HMO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,766.02,negotiated,4255.65,1063.91,766.02,340.45,6278.83,IMPERIAL COUNTY PHYS MED GROUP [855],BLUE SHIELD HMO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,MPMG [800],MPMG,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,FAMILY HEALTH CENTERS PACE MEDI-CAL [555],MEDICARE HMO/PPO SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,SHARP REES STEALY MED GRP MCR ADV [841],MEDICARE HMO/PPO SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,OPTUM HEALTH MCR ADV [865],MEDICARE HMO/PPO SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2586.88,negotiated,4255.65,1063.91,2586.88,340.45,6278.83,ALIGNMENT HEALTH PLAN [443],ALIGNMENT MEDICARE ADVANTAGE SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,UCSD MCR ADV  [873],MEDICARE HMO/PPO SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,UH PALOMAR HEALTH MCR ADV [885],MEDICARE HMO/PPO W PASS THRU SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,714.95,negotiated,4255.65,1063.91,714.95,340.45,6278.83,CIGNA [801],CIGNA HMO PPO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,736.23,negotiated,4255.65,1063.91,736.23,340.45,6278.83,SHARP COMM MED GRP [812],BLUE CROSS HMO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,757.51,negotiated,4255.65,1063.91,757.51,340.45,6278.83,SHARP COMM MED GRP [812],HEALTH NET HMO PPO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,723.46,negotiated,4255.65,1063.91,723.46,340.45,6278.83,SHARP COMM MED GRP [812],UNITED HEALTH HMO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,714.95,negotiated,4255.65,1063.91,714.95,340.45,6278.83,SHARP COMM MED GRP [812],CIGNA HMO PPO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,766.02,negotiated,4255.65,1063.91,766.02,340.45,6278.83,SHARP COMM MED GRP [812],BLUE SHIELD HMO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,859.64,negotiated,4255.65,1063.91,859.64,340.45,6278.83,SHARP COMM MED GRP [812],AETNA HMO (GATEKEEPER),ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,DSNP/CSNP - GENERIC [458],MEDICARE HMO/PPO SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,859.64,negotiated,4255.65,1063.91,859.64,340.45,6278.83,AETNA [210],AETNA HMO (GATEKEEPER),ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,859.64,negotiated,4255.65,1063.91,859.64,340.45,6278.83,AETNA [210],AETNA PPO (NON-GATEKEEPER),ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,3404.52,negotiated,4255.65,1063.91,3404.52,340.45,6278.83,HEALTHSMART [350],HEALTHSMART (INTERPLAN PPO),ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,736.23,negotiated,4255.65,1063.91,736.23,340.45,6278.83,INTEGRATED HEALTH PARTNERS [894],BLUE CROSS HMO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,BS MCR ADV [829],MEDICARE HMO/PPO W PASS THRU SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,ST PAUL'S PACE MEDI-CAL [551],MEDICARE HMO/PPO W PASS THRU SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,EASY CHOICE MEDICARE ADVANTAGE [322],MEDICARE HMO/PPO W PASS THRU SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,736.23,negotiated,4255.65,1063.91,736.23,340.45,6278.83,BC [814],BLUE CROSS HMO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,LA CARE MCR ADV HMO [612],MEDICARE HMO/PPO SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,GARY AND MARY WEST PACE MEDICARE ADVANTAGE HMO [558],MEDICARE HMO/PPO SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,736.23,negotiated,4255.65,1063.91,736.23,340.45,6278.83,UCSD [807],BLUE CROSS HMO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,757.51,negotiated,4255.65,1063.91,757.51,340.45,6278.83,UCSD [807],HEALTH NET HMO PPO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,723.46,negotiated,4255.65,1063.91,723.46,340.45,6278.83,UCSD [807],UNITED HEALTH HMO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,714.95,negotiated,4255.65,1063.91,714.95,340.45,6278.83,UCSD [807],CIGNA HMO PPO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,766.02,negotiated,4255.65,1063.91,766.02,340.45,6278.83,UCSD [807],BLUE SHIELD HMO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,859.64,negotiated,4255.65,1063.91,859.64,340.45,6278.83,UCSD [807],AETNA HMO (GATEKEEPER),ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,GPMG/ALTURA - MCR ADV [888],MEDICARE HMO/PPO W PASS THRU SHGH,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,2511.53,negotiated,4255.65,1063.91,2511.53,340.45,6278.83,OCN MCR ADV [890],PCAMG/OPTUM CARE NETWORK,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,736.23,negotiated,4255.65,1063.91,736.23,340.45,6278.83,PERLMAN MED GROUP [899],BLUE CROSS HMO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,736.23,negotiated,4255.65,1063.91,736.23,340.45,6278.83,SHARP REES STEALY MED GRP [811],BLUE CROSS HMO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,757.51,negotiated,4255.65,1063.91,757.51,340.45,6278.83,SHARP REES STEALY MED GRP [811],HEALTH NET HMO PPO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,723.46,negotiated,4255.65,1063.91,723.46,340.45,6278.83,SHARP REES STEALY MED GRP [811],UNITED HEALTH HMO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
Scripps Green Hospital,Carpal tunnel surgery,CPT,64721,HC Neuroplasty Med Nrv Carp,both,714.95,negotiated,4255.65,1063.91,714.95,340.45,6278.83,SHARP REES STEALY MED GRP [811],CIGNA HMO PPO,ok,display_ok,,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,targeted_cpt_dry_run
