hospital,procedure_name,code_type,code,description,setting,display_price,display_price_type,gross_price,cash_price,negotiated_price,negotiated_min,negotiated_max,payer_name,plan_name,data_quality_flag,user_relevance_flag,user_relevance_reason,source_url,evidence_source
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,PET Scan,outpatient,4155.27,negotiated,20510.2,13331.63,4155.27,650.84,4200.53,AETNA HEALTH OF CALIFORNIA INC.,HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,PET Scan,outpatient,4200.53,negotiated,20510.2,13331.63,4200.53,650.84,4200.53,AETNA HEALTH OF CALIFORNIA INC.,PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,"COMPUTED TOMOGRAPHY, ABDOMEN AND PELVIS; WITHOUT CONTRAST MATERIAL IN ONE OR BOTH BODY REGIONS, FOLLOWED BY CONTRAST MAT",outpatient,2382.08,negotiated,20510.2,13331.63,2382.08,650.84,4200.53,"Blue Cross of California, dba Anthem Blue Cross and its Affiliates",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,"COMPUTED TOMOGRAPHY, ABDOMEN AND PELVIS; WITHOUT CONTRAST MATERIAL IN ONE OR BOTH BODY REGIONS, FOLLOWED BY CONTRAST MAT",outpatient,3793.7,negotiated,20510.2,13331.63,3793.7,650.84,4200.53,"Blue Cross of California, dba Anthem Blue Cross and its Affiliates",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,CAT Scan,outpatient,2839.65,negotiated,20510.2,13331.63,2839.65,650.84,4200.53,AETNA HEALTH OF CALIFORNIA INC.,PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,CAT Scan,outpatient,2808.07,negotiated,20510.2,13331.63,2808.07,650.84,4200.53,AETNA HEALTH OF CALIFORNIA INC.,HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,"COMPUTED TOMOGRAPHY, ABDOMEN AND PELVIS; WITHOUT CONTRAST MATERIAL IN ONE OR BOTH BODY REGIONS, FOLLOWED BY CONTRAST MATERIAL(S) AND FURTHER SECTIONS IN ONE OR BOTH BODY REGIONS",outpatient,650.84,negotiated,20510.2,13331.63,650.84,650.84,4200.53,"Cigna HealthCare of California, Inc. and Cigna Health and Life Insurance Company",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,"COMPUTED TOMOGRAPHY, ABDOMEN AND PELVIS; WITHOUT CONTRAST MATERIAL IN ONE OR BOTH BODY REGIONS, FOLLOWED BY CONTRAST MATERIAL(S) AND FURTHER SECTIONS IN ONE OR BOTH BODY REGIONS",outpatient,650.84,negotiated,20510.2,13331.63,650.84,650.84,4200.53,"Cigna HealthCare of California, Inc. and Cigna Health and Life Insurance Company",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,CT SCAN,outpatient,2318.19,negotiated,20510.2,13331.63,2318.19,650.84,4200.53,"Blue Cross of California, dba Anthem Blue Cross and its Affiliates",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,CT SCAN,outpatient,2340.92,negotiated,20510.2,13331.63,2340.92,650.84,4200.53,"Blue Cross of California, dba Anthem Blue Cross and its Affiliates",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,"Blue Cross of California, dba Anthem Blue Cross and its Affiliates","HMO, City of LA, Vivity",ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,444.69,negotiated,20510.2,13331.63,444.69,444.69,14761.0,"ConcertoPACE of Los Angeles, LLC",Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,"HealthNet of California, Inc.",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,inpatient,17331.06,cash,26663.17,17331.06,,,,"INTERLINK Health Services, Inc.",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,inpatient,17331.06,cash,26663.17,17331.06,,,,Kaiser Foundation Hospitals,HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,"Beech Street Corporation, f/k/a CAPP CARE, Inc.",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,511.4,negotiated,20510.2,13331.63,511.4,444.69,14761.0,Central Health Plan of California,Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,"INTERLINK Health Services, Inc.",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,"MultiPlan, Inc.",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,inpatient,14761.0,negotiated,26663.17,17331.06,14761.0,444.69,14761.0,"Blue Cross of California, dba Anthem Blue Cross and its Affiliates",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,inpatient,17331.06,cash,26663.17,17331.06,,,,"HealthNet of California, Inc.",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,inpatient,17331.06,cash,26663.17,17331.06,,,,"HealthNet of California, Inc.",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,Coventry,Worker's Compensation,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,"HealthNet of California, Inc.",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,HealthSmart Preferred Network,PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,"Heritage Provider Network, Inc.",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,444.69,negotiated,20510.2,13331.63,444.69,444.69,14761.0,"Prospect Health Plan, Inc.",Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,inpatient,17331.06,cash,26663.17,17331.06,,,,SCAN Health Plan,Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,444.69,negotiated,20510.2,13331.63,444.69,444.69,14761.0,Alignment Health Plan,Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,"Blue Cross of California, dba Anthem Blue Cross and its Affiliates","HMO, Non-City of LA, Vivity",ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,"Blue Cross of California, dba Anthem Blue Cross and its Affiliates",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,444.69,negotiated,20510.2,13331.63,444.69,444.69,14761.0,CareMore Health Plan,Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,"Prospect Health Plan, Inc.",Medi-Cal,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,SCAN Health Plan,Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,inpatient,17331.06,cash,26663.17,17331.06,,,,"Prospect Health Plan, Inc.",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,AETNA HEALTH OF CALIFORNIA INC.,PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,444.69,negotiated,20510.2,13331.63,444.69,444.69,14761.0,Brandman Centers for Senior Care,Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,CORVEL HEALTHCARE CORPORATION,Worker's Compensation,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,Family CareNet,PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,Kaiser Foundation Hospitals,HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,Kaiser Foundation Hospitals,Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,VENTURA COUNTY MEDI-CAL MANAGED CARE COMMISSION (dba Gold Coast Health Plan),Medi-Cal,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,inpatient,17331.06,cash,26663.17,17331.06,,,,Coventry,Worker's Compensation,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,inpatient,17331.06,cash,26663.17,17331.06,,,,HealthSmart Preferred Network,PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,AIDS Healthcare Foundation and AHF Healthcare Centers,PHC California/Medi-Cal HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,Molina Healthcare of California,Medi-Cal,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,inpatient,17331.06,cash,26663.17,17331.06,,,,August Healthcare Services Corporation,PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,inpatient,13270.0,negotiated,26663.17,17331.06,13270.0,444.69,14761.0,"Blue Cross of California, dba Anthem Blue Cross and its Affiliates",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,444.69,negotiated,20510.2,13331.63,444.69,444.69,14761.0,AIDS Healthcare Foundation and AHF Healthcare Centers,PHP/Medicare Advantage Special Needs HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,August Healthcare Services Corporation,PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,444.69,negotiated,20510.2,13331.63,444.69,444.69,14761.0,"California Physicians' Service, dba Blue Shield of California",Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,Kaiser Foundation Hospitals,Medi-Cal,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,inpatient,17331.06,cash,26663.17,17331.06,,,,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,AETNA HEALTH OF CALIFORNIA INC.,HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,"Blue Cross of California, dba Anthem Blue Cross and its Affiliates",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,CT scan abdomen,CPT,74178,HB CT ABD & PELVIS WO/W CONT,outpatient,13331.63,cash,20510.2,13331.63,,,,"Prospect Health Plan, Inc.",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,37207.0,24184.55,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,37207.0,24184.55,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,12162.28,negotiated,37207.0,24184.55,12162.28,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,37207.0,24184.55,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,37207.0,24184.55,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,1440.95,936.62,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,1440.95,936.62,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,1440.95,936.62,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,1440.95,936.62,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
